"id","mssubclass","lotshape","moderately_irregular_one_hot_encoded_lotshape","slightly_irregular_one_hot_encoded_lotshape","regular_one_hot_encoded_lotshape","irregular_one_hot_encoded_lotshape","lotshape_mean_encoded","landcontour","landslope","gentle_slope_one_hot_encoded_landslope","moderate_slope_encoded_landslope","severe_slope_encoded_landslope","bldgtype","housestyle","overallqual","overallqual_labelled","lotarea","garagearea","grlivarea","totalbsmtsf","saleprice","lotarea_meannorm","garagearea_meannorm","grlivarea_meannorm","totalbsmtsf_meannorm","saleprice_meannorm","lotarea_meannorm-2","garagearea_std","grlivarea_std","totalbsmtsf_std","saleprice_std"
292,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0,0,1,0,0.63,"Banked - Quick and significant rise from street grade to building","Gentle slope",1,0,0,"Two-family Conversion; originally built as one-family dwelling","Two story","Average",5,5687,0,1716,780,135900,-0.022575092113355212,-0.33355439843885853,0.03778001156176771,-0.0454058023002937,-0.06252075529844599,-0.4838893782414145,-2.212204989237507,0.3816247146344161,-0.6323822315049754,-0.5667142179140411
1331,"1-STORY 1946 & NEWER ALL STYLES","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","One story","Very Good",8,10000,825,1588,1588,227000,-0.002415705355076216,0.24825096122263654,0.013665467477366808,0.08683642355895344,0.06398945161726016,-0.05177981805845014,1.6464541243349549,0.13803807650693029,1.20940074889431,0.5800270942812062
929,"1-STORY 1946 & NEWER ALL STYLES","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","One story","Very Good",8,11838,522,1788,1753,236500,0.006175287657146551,0.034569720037869275,0.05134444260924322,0.11384133354258683,0.07718206375446332,0.13236517883844032,0.22927386807743255,0.5186421985811268,1.5855074218718868,0.6996104363871871
663,"1-STORY 1946 & NEWER ALL STYLES","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","One story","Above Average",6,13560,576,1392,1392,110000,0.014224085245311734,0.07265152539753077,-0.023259928151872077,0.05475786382081923,-0.09848798207250516,0.30488840226414504,0.48184064642035734,-0.23495396312578237,0.7626316100845824,-0.8927361716556097
1307,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0,1,0,0,0.33,"Near Flat/Level","Gentle slope",1,0,0,"Townhouse End Unit","One story","Good",7,6955,474,1368,1368,202500,-0.01664833523658782,0.0007192263848368336,-0.027781405167697247,0.05082987691410892,0.029966399263420415,-0.3568513716770744,0.004770065105943873,-0.280626457774686,0.7079251849242075,0.2716279488499927
770,"2-STORY 1946 & NEWER","Moderately Irregular",1,0,0,0,0.03,"Hillside - Significant slope from side to side","Moderate Slope",0,1,0,"Single-family Detached","Two story","Very Good",8,53504,841,3279,1650,538000,0.20092627506045113,0.2595344591069807,0.3322412022173819,0.09698372306795507,0.49587391210885856,4.306785984445534,1.7212887253254512,3.3560459286442623,1.3507256805586116,4.494808083224367
271,"2-STORY 1946 & NEWER","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","Two story","Very Good",8,10728,1053,1939,1095,266000,0.0009870383407334549,0.40904080607454063,0.07979206883380992,0.006149025850279129,0.11814859618051526,0.021156829243473826,2.712847188449526,0.8059983107471452,0.08563959872494405,1.0709481829268117
22,"1-1/2 STORY - UNFINISHED ALL AGES","Regular",0,0,1,0,0.63,"Banked - Quick and significant rise from street grade to building","Gentle slope",1,0,0,"Single-family Detached","One and one-half story: 2nd level unfinished","Good",7,7449,280,1108,637,139400,-0.014339330585859828,-0.13609318546283594,-0.07676407283913658,-0.06881005761944264,-0.057660319247897454,-0.3073586467221974,-0.902599471903823,-0.7754118164711415,-0.9583413480855419,-0.5226571971381534
417,"2-STORY 1946 & NEWER","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","Two story","Above Average",6,7844,440,1400,672,149500,-0.012493061684974088,-0.023258206619394477,-0.02175276914659702,-0.06308174338049011,-0.04363448950202883,-0.26778450429876344,-0.1542534619988606,-0.21972979824281452,-0.878561144726662,-0.3955212228991633
1373,"2-STORY 1946 & NEWER","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","Two story","Good",7,9750,583,2097,1108,274300,-0.0035842299758899764,0.07758805572193134,0.10955845918799227,0.008276685424747214,0.1296747731003875,-0.07682674364290205,0.5145807843536995,1.1066755671857607,0.11527224568681374,1.1754262607667738
764,"2-STORY 1946 & NEWER","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","Two story","Very Good",8,9430,856,2365,1252,337000,-0.00507994149053159,0.2701127383735533,0.16004828586470668,0.03184460686500908,0.2167460132059284,-0.1088868083910005,1.7914461637540413,1.616685090765184,0.4435107966490626,1.964676318666247
556,"1-1/2 STORY - UNFINISHED ALL AGES","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","One and one-half story: 2nd level unfinished","Average",5,6380,280,1048,993,113000,-0.019335941864459468,-0.13609318546283594,-0.08806776537869951,-0.010544918503239692,-0.09432189402917783,-0.4144593005213138,-0.902599471903823,-0.8895930530934005,-0.1468627082066489,-0.8549730109905632
1175,"2-STORY 1945 & OLDER","Slightly irregular",0,1,0,0,0.33,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","Two story","Above Average",6,16560,360,2345,952,239000,0.028246380695076862,-0.07967569604111521,0.15628038835151903,-0.017255229468869808,0.08065380379056943,0.605451509277568,-0.5284264669513418,1.5786246785577642,-0.24031951785562253,0.7310797369413926
529,"1-STORY 1945 & OLDER","Slightly irregular",0,1,0,0,0.33,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","One story","Below Average",4,9098,0,605,528,86000,-0.0066317421869722636,-0.33355439843885853,-0.17152669529580578,-0.08664966482075197,-0.13181668641912367,-0.14214912556715262,-2.212204989237507,-1.732631183487746,-1.2067996956889109,-1.1948414569759822
1268,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0,1,0,0,0.33,"Hillside - Significant slope from side to side","Gentle slope",1,0,0,"Single-family Detached","One story","Excellent",9,13214,746,2018,2002,378500,0.01260684717010549,0.19253869041868732,0.0946752640109011,0.1545941976997063,0.2743768978052896,0.27022345725526364,1.2769582819443799,0.9563369389664529,2.1530865829107757,2.4870667078660578
638,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Two-family Conversion; originally built as one-family dwelling","One and one-half story: 2nd level finished","Average",5,6000,256,1387,811,93000,-0.021112099288096386,-0.15301843228935216,-0.024201902530168986,-0.040332152545792886,-0.1220958143180266,-0.4525306274096807,-1.0148513733895672,-0.24446906617763728,-0.5617197656728246,-1.1067274154242068
791,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Townhouse End Unit","One story","Good",7,3182,397,1145,1145,160200,-0.034283708813909096,-0.05358260718356937,-0.06979346243973945,0.01433233190592561,-0.028775442147494737,-0.7348595725976227,-0.3553714521608192,-0.7050000538874152,0.19961131780905825,-0.2608326165271639
775,"1-STORY 1946 & NEWER ALL STYLES","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","One story","Very Good",8,14226,895,1973,1935,395000,0.017337034835159592,0.2976162644666422,0.0861974946062289,0.14362856758514,0.2972903820435898,0.37161341202112497,1.9738555036683758,0.8707010114997586,2.0003644793380624,2.694764091523814
940,"2-STORY 1945 & OLDER","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","Two story","Good",7,24090,349,2403,1032,244400,0.06344234227398733,-0.08743310083660182,0.16720729113976318,-0.0041619397798354375,0.08815276226855859,1.3598649078812595,-0.5798752551323079,1.6889998739592813,-0.057964767321039834,0.7990534261384764
390,"2-STORY 1946 & NEWER","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","Two story","Very Excellent",10,12474,846,2332,1682,426000,0.009148014292496759,0.26306055219583824,0.15383125496794706,0.10222103894356882,0.34033995849130544,0.19608455752528597,1.7446745381349813,1.5538854106229416,1.4236675807724446,3.0849834183959617
173,"2-STORY PUD - 1946 & NEWER","Slightly irregular",0,1,0,0,0.33,"Near Flat/Level","Gentle slope",1,0,0,"Townhouse End Unit","Two story","Good",7,5306,504,1767,1064,239000,-0.024355923635475382,0.02187578491798211,0.0473881502203962,0.001075376095778311,0.08065380379056943,-0.5220608928321192,0.1450849419631243,0.47867876576333623,0.014977132892793253,0.7310797369413926
1018,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0,1,0,0,0.33,"Near Flat/Level","Gentle slope",1,0,0,"Townhouse End Unit","One story","Very Good",8,5814,565,1360,1220,187500,-0.02198148160598182,0.06489412060204416,-0.029288564172972303,0.026607290989395332,0.009135959046783836,-0.47116554004451294,0.4303918582393912,-0.29585062265765383,0.37056889643522956,0.08281214552475985
42,"1-STORY 1946 & NEWER ALL STYLES","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","One story","Average",5,16905,308,1328,1350,170000,0.02985894467179985,-0.11634706416523369,-0.03531720019407253,0.04788388673407618,-0.015166221205958837,0.6400162665841116,-0.7716389201704545,-0.3567472821895253,0.6668953660539264,-0.13747295835467843
1263,"1-1/2 STORY FINISHED ALL AGES","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","One and one-half story: 2nd level finished","Below Average",4,11250,304,1788,1104,161500,0.003426917748992587,-0.11916793863631972,0.05134444260924322,0.007622020940295496,-0.026970137328719564,0.07345480986380941,-0.7903475704180786,0.5186421985811268,0.1061545081600846,-0.24446858023897705
189,"DUPLEX - ALL STYLES AND AGES","Regular",0,0,1,0,0.63,"Banked - Quick and significant rise from street grade to building","Gentle slope",1,0,0,"Duplex","Split Foyer","Average",5,7018,528,1224,1086,153337,-0.01635386703214275,0.03880103174449833,-0.05491026726264826,0.004676030760262763,-0.03830606289461319,-0.3505395464297925,0.25733684344886865,-0.5546614256681075,0.0651246892898035,-0.34722214040856875
876,"2-STORY 1946 & NEWER","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","Two story","Very Good",8,9000,550,2610,1184,303477,-0.007089803838331258,0.05431584133547153,0.2062050304012553,0.020715310629329867,0.17019275671377454,-0.15196752039625777,0.36023441981080095,2.0829251403060747,0.2885092586946673,1.542698173674795
161,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0,1,0,0,0.33,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","One story","Above Average",6,11120,516,1232,1232,162500,0.0028192849461694315,0.03033840833124022,-0.05340310825737321,0.028571284442750488,-0.025581441314277125,0.06043040855989442,0.20121089270599649,-0.5394372607851396,0.3979221090154169,-0.23188086001729485
113,"2-STORY 1946 & NEWER","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","Two story","Good",7,9965,792,2696,1264,383970,-0.0025792988019901425,0.22497874683617675,0.22240698970796213,0.03380860031836424,0.28197306500428976,-0.0552863876402734,1.4921077597920565,2.2465849127979793,0.47086400922925004,2.5559215374786595
1431,"2-STORY 1946 & NEWER","Irregular",0,0,0,1,0.01,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","Two story","Average",5,21930,372,1838,732,192140,0.05334628955015644,-0.0712130726278571,0.06076418639221232,-0.053261776113714326,0.015579508553796752,1.143459470831595,-0.4723005162084696,0.613793229099676,-0.741795081825725,0.1412191673533652
1372,"SPLIT OR MULTI-LEVEL","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","Split Level","Above Average",6,9600,377,1661,992,165500,-0.004285344748378233,-0.06768697953899956,0.027418293400501698,-0.010708584624352622,-0.021415353270949813,-0.0918548989935732,-0.4489147033989395,0.27695858106401205,-0.1491421425883312,-0.1941176993522483
632,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Townhouse Inside Unit","One story","Very Good",8,4590,627,1554,1554,209500,-0.027702578149485995,0.10861767490387773,0.007260041704947817,0.08127177544111383,0.03968727136451748,-0.5937952877059894,0.7203759370775641,0.07333537575431685,1.1318999799171123,0.359741990401768
658,"2-STORY 1945 & OLDER","Regular",0,0,1,0,0.63,"Hillside - Significant slope from side to side","Moderate Slope",0,1,0,"Single-family Detached","Two story","Good",7,7200,270,1502,776,149000,-0.015503181108190335,-0.14314537164055105,-0.0025364918293400503,-0.04606046678474542,-0.04432883750925005,-0.3323053846043115,-0.9493710975228831,-0.025621695984974255,-0.6414999690317045,-0.4018150830100044
120,"2-STORY 1946 & NEWER","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","Two story","Above Average",6,8461,390,1456,728,163990,-0.009609142920805726,-0.058519137507969936,-0.011202656109671624,-0.05391644059816604,-0.023512284252757892,-0.2059686919563361,-0.38811159009416135,-0.11316064406203946,-0.7509128193524541,-0.21312515688698838
1289,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0,1,0,0,0.33,"Near Flat/Level","Gentle slope",1,0,0,"Townhouse End Unit","One story","Very Good",8,5664,499,1659,1501,278000,-0.022682596378470078,0.018349691829124562,0.027041503649182935,0.07259747102212856,0.1348129483538245,-0.4861936953951841,0.12169912915359422,0.27315253984327004,1.0110899576879513,1.2220008255869979
802,"1-STORY 1945 & OLDER","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","One story","Below Average",4,4800,440,1196,1196,109900,-0.026721017468002435,-0.023258206619394477,-0.06018532378111096,0.022679304082685023,-0.0986268516739494,-0.5727558702150499,-0.1542534619988606,-0.607946002758495,0.31586247127485473,-0.893994943677778
578,"SPLIT OR MULTI-LEVEL","Slightly irregular",0,1,0,0,0.33,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","Split Level","Average",5,11777,564,1320,1164,164500,0.005890167649667994,0.06418890198427266,-0.03682435919934759,0.017441988207071272,-0.02280404928539225,0.12625372899583404,0.42571469567748516,-0.37197144707249313,0.24292057106102163,-0.2067054195739305
815,"1-1/2 STORY FINISHED ALL AGES","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","One and one-half story: 2nd level finished","Average",5,8248,280,1250,686,116000,-0.01060472589773905,-0.13609318546283594,-0.05001200049550433,-0.06079041768490909,-0.09015580598585052,-0.22730867255428913,-0.902599471903823,-0.5051828897984619,-0.8466490633831101,-0.8172098503255166
695,"1-1/2 STORY FINISHED ALL AGES","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","One and one-half story: 2nd level finished","Average",5,6120,576,1539,927,141500,-0.02055120747010578,0.07265152539753077,0.0044341185700570865,-0.02134688249669305,-0.054744057617568335,-0.4405081031291438,0.48184064642035734,0.044790066598752114,-0.29730537739767965,-0.4962229846726208
1422,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Townhouse End Unit","One story","Above Average",6,4043,440,1069,1069,127500,-0.030259310019826503,-0.023258206619394477,-0.08411147298985248,0.001893706701342959,-0.07418580181976248,-0.6485979608847703,-0.1542534619988606,-0.8496296202756098,0.026374304801204673,-0.6724510677761715
440,"1-1/2 STORY FINISHED ALL AGES","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","One and one-half story: 2nd level finished","Above Average",6,12354,528,1196,684,110000,0.008587122474506154,0.03880103174449833,-0.06018532378111096,-0.061117749927134944,-0.09848798207250516,0.18406203324474904,0.25733684344886865,-0.607946002758495,-0.8512079321464746,-0.8927361716556097
1415,"1-1/2 STORY FINISHED ALL AGES","Regular",0,0,1,0,0.63,"Banked - Quick and significant rise from street grade to building","Gentle slope",1,0,0,"Single-family Detached","One and one-half story: 2nd level finished","Above Average",6,13053,370,1848,833,207000,0.011854317314301428,-0.07262350986340012,0.06264813514880614,-0.03673149788130843,0.03621553132841139,0.2540932371788766,-0.4816548413322816,0.6328234352033858,-0.5115722092758144,0.3282726898475625
1004,"DUPLEX - ALL STYLES AND AGES","Slightly irregular",0,1,0,0,0.33,"Near Flat/Level","Gentle slope",1,0,0,"Duplex","One story","Average",5,11500,528,1680,1680,136905,0.004595442369806348,0.03880103174449833,0.03099779603802996,0.10189370670134296,-0.06112511580393134,0.09850173544826132,0.25733684344886865,0.3131159726610607,1.4191087120090802,-0.5540635590912505
794,"1-STORY 1946 & NEWER ALL STYLES","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","One story","Very Good",8,9158,474,1496,1496,225000,-0.006351296277976961,0.0007192263848368336,-0.0036668610832963425,0.07177914041656391,0.061212059588375285,-0.13613786342688416,0.004770065105943873,-0.03703981964720015,0.9996927857795399,0.554851653837842
57,"2-STORY PUD - 1946 & NEWER","Regular",0,0,1,0,0.63,"Near Flat/Level","Gentle slope",1,0,0,"Townhouse Inside Unit","Two story","Very Good",8,2645,480,1739,970,172500,-0.03679369969941705,0.004950538091465889,0.0421130937019335,-0.014309239288837074,-0.011694481169852741,-0.7886603687530254,0.032833040477379956,0.4253941886729487,-0.19928969898534143,-0.10600365780047297
1313,"2-STORY 1946 & NEWER","Slightly irregular",0,1,0,0,0.33,"Near Flat/Level","Gentle slope",1,0,0,"Single-family Detached","Two story","Very Good",8,9572,750,2810,1453,302000,-0.004416219505909374,0.19535956488977335,0.2438840055331317,0.06474149720870793,0.16814165270044304,-0.09466015465903181,1.2956669321920038,2.4635292623802716,0.9016771073672016,1.5241061109073704
