"id","mssubclass","lotfrontage","lotarea","garagearea","grlivarea","totalbsmtsf","saleprice","lotfrontage_std","lotarea_meannorm","garagearea_std","grlivarea_std","totalbsmtsf_std","saleprice_std"
292,"2 FAMILY CONVERSION - ALL STYLES AND AGES",55,5687,0,1716,780,135900,-0.61972872968955496617,-0.48388937824141449632,-2.2122049892375069,0.38162471463441608860,-0.63238223150497536293,-0.56671421791404106515
1331,"1-STORY 1946 & NEWER ALL STYLES",85,10000,825,1588,1588,227000,0.61561434808165750278,-0.05177981805845013733,1.6464541243349549,0.13803807650693027611,1.2094007488943100,0.58002709428120629597
929,"1-STORY 1946 & NEWER ALL STYLES",NULL,11838,522,1788,1753,236500,NULL,0.13236517883844030826,0.22927386807743255819,0.51864219858112685812,1.5855074218718868,0.69961043638718708555
663,"1-STORY 1946 & NEWER ALL STYLES",120,13560,576,1392,1392,110000,2.0568479388147387,0.30488840226414506741,0.48184064642035732870,-0.23495396312578237425,0.76263161008458235848,-0.89273617165560974410
1307,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",48,6955,474,1368,1368,202500,-0.90797544783617120893,-0.35685137167707440655,0.00477006510594387328,-0.28062645777468596409,0.70792518492420754588,0.27162794884999268074
770,"2-STORY 1946 & NEWER",47,53504,841,3279,1650,538000,-0.94915355042854495789,4.3067859844455335,1.7212887253254511,3.3560459286442624,1.3507256805586116,4.4948080832243669
271,"2-STORY 1946 & NEWER",84,10728,1053,1939,1095,266000,0.57443624548928375381,0.02115682924347382589,2.7128471884495261,0.80599831074714527753,0.08563959872494405250,1.0709481829268116
22,"1-1/2 STORY - UNFINISHED ALL AGES",57,7449,280,1108,637,139400,-0.53737252450480746824,-0.30735864672219743151,-0.90259947190382289486,-0.77541181647114152070,-0.95834134808554195470,-0.52265719713815340583
417,"2-STORY 1946 & NEWER",74,7844,440,1400,672,149500,0.16265521956554626416,-0.26778450429876341301,-0.15425346199886061186,-0.21972979824281451097,-0.87856114472666201966,-0.39552122289916330322
1373,"2-STORY 1946 & NEWER",75,9750,583,2097,1108,274300,0.20383332215792001313,-0.07682674364290204777,0.51458078435369942858,1.1066755671857606,0.11527224568681374266,1.1754262607667738
764,"2-STORY 1946 & NEWER",82,9430,856,2365,1252,337000,0.49208004030453625588,-0.10888680839100049314,1.7914461637540413,1.6166850907651840,0.44351079664906261829,1.9646763186662470
556,"1-1/2 STORY - UNFINISHED ALL AGES",58,6380,280,1048,993,113000,-0.49619442191243371928,-0.41445930052131380057,-0.90259947190382289486,-0.88959305309340049530,-0.14686270820664890107,-0.85497301099056317897
1175,"2-STORY 1945 & OLDER",80,16560,360,2345,952,239000,0.40972383511978875795,0.60545150927756799275,-0.52842646695134175336,1.5786246785577643,-0.24031951785562253927,0.73107973694139255649
529,"1-STORY 1945 & OLDER",58,9098,0,605,528,86000,-0.49619442191243371928,-0.14214912556715263021,-2.2122049892375069,-1.7326311834877459,-1.2067996956889109,-1.1948414569759823
1268,"1-STORY 1946 & NEWER ALL STYLES",89,13214,746,2018,2002,378500,0.78032675845115249864,0.27022345725526362335,1.2769582819443798,0.95633693896645292743,2.1530865829107755,2.4870667078660578
638,"2 FAMILY CONVERSION - ALL STYLES AND AGES",50,6000,256,1387,811,93000,-0.82561924265142371100,-0.45253062740968070445,-1.0148513733895672,-0.24446906617763728880,-0.56171976567282456332,-1.1067274154242069
791,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",43,3182,397,1145,1145,160200,-1.1138659607980400,-0.73485957259762263898,-0.35537145216081922541,-0.70500005388741515303,0.19961131780905824543,-0.26083261652716388759
775,"1-STORY 1946 & NEWER ALL STYLES",110,14226,895,1973,1935,395000,1.6450669128910012,0.37161341202112495683,1.9738555036683759,0.87070101149975869648,2.0003644793380625,2.6947640915238139
940,"2-STORY 1945 & OLDER",NULL,24090,349,2403,1032,244400,NULL,1.3598649078812595,-0.57987525513230791032,1.6889998739592813,-0.05796476732103983059,0.79905342613847637372
390,"2-STORY 1946 & NEWER",96,12474,846,2332,1682,426000,1.0685734765977687,0.19608455752528596844,1.7446745381349812,1.5538854106229416,1.4236675807724447,3.0849834183959618
173,"2-STORY PUD - 1946 & NEWER",44,5306,504,1767,1064,239000,-1.0726878582056662,-0.52206089283211920784,0.14508494196312430135,0.47867876576333621701,0.01497713289279325289,0.73107973694139255649
1018,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",NULL,5814,565,1360,1220,187500,NULL,-0.47116554004451292582,0.43039185823939117174,-0.29585062265765382737,0.37056889643522953482,0.08281214552475985509
42,"1-STORY 1946 & NEWER ALL STYLES",115,16905,308,1328,1350,170000,1.8509574258528700,0.64001626658411162916,-0.77163892017045449534,-0.35674728218952528050,0.66689536605392643642,-0.13747295835467844150
1263,"1-1/2 STORY FINISHED ALL AGES",NULL,11250,304,1788,1104,161500,NULL,0.07345480986380941490,-0.79034757041807855241,0.51864219858112685812,0.10615450816008460723,-0.24446858023897704270
189,"DUPLEX - ALL STYLES AND AGES",64,7018,528,1224,1086,153337,-0.24912580635819122549,-0.35053954642979252512,0.25733684344886864380,-0.55466142566810750314,0.06512468928980349777,-0.34722214040856874642
161,"1-STORY 1946 & NEWER ALL STYLES",NULL,11120,516,1232,1232,162500,NULL,0.06043040855989442147,0.20121089270599647257,-0.53943726078513963986,0.39792210901541694112,-0.23188086001729485433
876,"2-STORY 1946 & NEWER",75,9000,550,2610,1184,303477,0.20383332215792001313,-0.15196752039625777911,0.36023441981080095771,2.0829251403060748,0.28850925869466731591,1.5426981736747950
113,"2-STORY 1946 & NEWER",77,9965,792,2696,1264,383970,0.28618952734266751106,-0.05528638764027340479,1.4921077597920564,2.2465849127979793,0.47086400922925002459,2.5559215374786594
1431,"2-STORY 1946 & NEWER",60,21930,372,1838,732,192140,-0.41383821672768622135,1.1434594708315950,-0.47230051620846958213,0.61379322909967600362,-0.74179508182572498814,0.14121916735336520916
1372,"SPLIT OR MULTI-LEVEL",80,9600,377,1661,992,165500,0.40972383511978875795,-0.09185489899357319404,-0.44891470339893951079,0.27695858106401202855,-0.14914214258833118493,-0.19411769935224828920
632,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",34,4590,627,1554,1554,209500,-1.4844688841294037,-0.59379528770598947936,0.72037593707756405641,0.07333537575431685717,1.1318999799171123,0.35974199040176799938
658,"2-STORY 1945 & OLDER",60,7200,270,1502,776,149000,-0.41383821672768622135,-0.33230538460431153431,-0.94937109752288303755,-0.02562169598497425415,-0.64149996903170449837,-0.40181508301000439741
120,"2-STORY 1946 & NEWER",65,8461,390,1456,728,163990,-0.20794770376581747652,-0.20596869195633609803,-0.38811159009416132530,-0.11316064406203946801,-0.75091281935245412358,-0.21312515688698839364
1289,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",40,5664,499,1659,1501,278000,-1.2374002685751612,-0.48619369539518407209,0.12169912915359423000,0.27315253984327006273,1.0110899576879513,1.2220008255869979
802,"1-STORY 1945 & OLDER",40,4800,440,1196,1196,109900,-1.2374002685751612,-0.57275587021504987458,-0.15425346199886061186,-0.60794600275849502462,0.31586247127485472221,-0.89399494367777796294
578,"SPLIT OR MULTI-LEVEL",96,11777,564,1320,1164,164500,1.0685734765977687,0.12625372899583404211,0.42571469567748515747,-0.37197144707249314378,0.24292057106102163874,-0.20670541957393047757
815,"1-1/2 STORY FINISHED ALL AGES",45,8248,280,1250,686,116000,-1.0315097556132925,-0.22730867255428912573,-0.90259947190382289486,-0.50518288979846194748,-0.84664906338311004564,-0.81720985032551661384
695,"1-1/2 STORY FINISHED ALL AGES",51,6120,576,1539,927,141500,-0.78444114005904996203,-0.44050810312914378743,0.48184064642035732870,0.04479006659875211352,-0.29730537739767963573,-0.49622298467262081024
1422,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",53,4043,440,1069,1069,127500,-0.70208493487430246410,-0.64859796088477025941,-0.15425346199886061186,-0.84962962027560985419,0.02637430480120467218,-0.67245106777617144751
440,"1-1/2 STORY FINISHED ALL AGES",67,12354,528,1196,684,110000,-0.12559149858106997859,0.18406203324474905142,0.25733684344886864380,-0.60794600275849502462,-0.85120793214647461335,-0.89273617165560974410
1004,"DUPLEX - ALL STYLES AND AGES",NULL,11500,528,1680,1680,136905,NULL,0.09850173544826132534,0.25733684344886864380,0.31311597266106070384,1.4191087120090801,-0.55406355909125046583
1415,"1-1/2 STORY FINISHED ALL AGES",64,13053,370,1848,833,207000,-0.24912580635819122549,0.25409323717887659303,-0.48165484133228161067,0.63282343520338583272,-0.51157220927581431843,0.32827268984756252844
794,"1-STORY 1946 & NEWER ALL STYLES",76,9158,474,1496,1496,225000,0.24501142475029376209,-0.13613786342688417171,0.00477006510594387328,-0.03703981964720015161,0.99969278577953987977,0.55485165383784191922
57,"2-STORY PUD - 1946 & NEWER",24,2645,480,1739,970,172500,-1.8962499100531412,-0.78866036875302534262,0.03283304047737995890,0.42539418867294869553,-0.19928969898534142981,-0.10600365780047297056
1313,"2-STORY 1946 & NEWER",NULL,9572,750,2810,1453,302000,NULL,-0.09466015465903180801,1.2956669321920038,2.4635292623802714,0.90167710736720167385,1.5241061109073704
19,"1-STORY 1946 & NEWER ALL STYLES",66,13695,576,1114,1114,159000,-0.16676960117344372756,0.31841374207974909905,0.48184064642035732870,-0.76399369280891562324,0.12894885197690744581,-0.27593788079318251364
160,"2-STORY 1946 & NEWER",134,19378,576,2462,1392,320000,2.6333413751079712,0.88778045446550992728,0.48184064642035732870,1.8012780899711693,0.76263161008458235848,1.7506850748976498
644,"2-STORY 1946 & NEWER",80,10793,462,1620,780,152000,0.40972383511978875795,0.02766902989543132260,-0.05135588563692829794,0.19893473603880172923,-0.63238223150497536293,-0.36405192234495783228
824,"1-1/2 STORY FINISHED ALL AGES",60,9900,240,1489,778,139500,-0.41383821672768622135,-0.06179858829223090151,-1.0896859743800635,-0.05036096391979703198,-0.63694110026833993065,-0.52139842511598518699
1368,"2-STORY PUD - 1946 & NEWER",41,2665,336,1475,757,127000,-1.1962221659827875,-0.78665661470626918978,-0.64067836843708609581,-0.07700325246499079272,-0.68480922228366789168,-0.67874492788701254170
508,"1-STORY 1946 & NEWER ALL STYLES",75,7862,676,1218,1218,208300,0.20383332215792001313,-0.26598112565668287545,0.94955690261095875558,-0.56607954933033340060,0.36601002767186496710,0.34463672613574937333
1262,"1-STORY 1946 & NEWER ALL STYLES",80,9600,338,1050,1050,128900,0.40972383511978875795,-0.09185489899357319404,-0.63132404331327406727,-0.88578701187265852948,-0.01693494845075872113,-0.65482825946581638378
1194,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",NULL,4500,402,1224,1224,165000,NULL,-0.60281218091639216712,-0.33198563935128915407,-0.55466142566810750314,0.37968663396195867025,-0.20041155946308938338
357,"1-STORY 1946 & NEWER ALL STYLES",NULL,9248,400,1167,1158,173000,NULL,-0.12712097021648148395,-0.34133996447510118261,-0.66313360045925352901,0.22924396477092793559,-0.09970979768963187637
1143,"2-STORY 1946 & NEWER",77,9965,1052,2828,1466,424870,0.28618952734266751106,-0.05528638764027340479,2.7081700258876201,2.4977836333669491,0.93130975432907136401,3.0707592945454609
769,"1-STORY 1946 & NEWER ALL STYLES",70,9100,484,1836,1860,216837,-0.00205719080394873170,-0.14194875016247701493,0.05154169072500401597,0.60998718787893403780,1.8294069007118912,0.45209809366825021550
266,"1-STORY 1946 & NEWER ALL STYLES",78,12090,576,1422,1422,175500,0.32736762993504126002,0.15761247982756783399,0.48184064642035732870,-0.17786334481465288695,0.83101464153505087424,-0.06824049713542640543
1287,"1-STORY 1946 & NEWER ALL STYLES",NULL,9790,528,1328,1328,143000,NULL,-0.07281923554938974210,0.25733684344886864380,-0.35674728218952528050,0.61674780965691619154,-0.47734140434009752767
315,"2-STORY 1945 & OLDER",60,9600,546,1641,728,178000,-0.41383821672768622135,-0.09185489899357319404,0.34152576956317690064,0.23889816885659237034,-0.75091281935245412358,-0.03677119658122093449
1162,"1-STORY 1946 & NEWER ALL STYLES",NULL,14778,924,1640,1296,224000,NULL,0.42691702371159477510,2.1094932179636503,0.23699514824622138743,0.54380590944308310806,0.54226393361615973084
366,"2-STORY 1945 & OLDER",59,10690,468,1344,672,147000,-0.45501631932005997031,0.01734969655463713550,-0.02329291026549221233,-0.32629895242358955393,-0.87856114472666201966,-0.42699052345336877416
307,"2-STORY 1946 & NEWER",116,13474,746,2243,700,225000,1.8921355284452437,0.29627225986309361022,1.2769582819443798,1.3845165762999241,-0.81473698203955807162,0.55485165383784191922
841,"2-STORY 1945 & OLDER",NULL,12155,400,1482,672,140000,NULL,0.16412468047952533071,-0.34133996447510118261,-0.06368210819239391235,-0.87856114472666201966,-0.51510456500514409280
1030,"2-STORY PUD - 1946 & NEWER",21,1680,264,1218,672,118000,-2.0197842178302624,-0.88534150150900971694,-0.97743407289431912316,-0.56607954933033340060,-0.87856114472666201966,-0.79203440988215223709
91,"1-STORY 1946 & NEWER ALL STYLES",60,7200,420,1040,0,109900,-0.41383821672768622135,-0.33230538460431153431,-0.24779671323698089723,-0.90481721797636835858,-2.4103410492171568,-0.89399494367777796294
1239,"1-STORY 1946 & NEWER ALL STYLES",63,13072,484,1141,1141,142500,-0.29030390895056497445,0.25599680352329493822,0.05154169072500401597,-0.71261213632889908467,0.19049358028232910999,-0.48363526445093862186
803,"2-STORY 1946 & NEWER",63,8199,410,1456,728,189000,-0.29030390895056497445,-0.23221786996884170017,-0.29456833885604103992,-0.11316064406203946801,-0.75091281935245412358,0.10169372585728313766
305,"2-1/2 STORY ALL AGES",87,18386,870,3493,1470,295000,0.69797055326640500071,0.78839425374640474664,1.8569264396207255,3.7632923392636527,0.94042749185580049945,1.4359920693555951
54,"1-STORY 1946 & NEWER ALL STYLES",68,50271,894,1842,1842,385000,-0.08441339598869622963,3.9828791427874014,1.9691783411064699,0.62140531154115993526,1.7883770818416101,2.5688868893069921
181,"2-STORY PUD - 1946 & NEWER",NULL,2117,440,1525,756,177000,NULL,-0.84155947558738777748,-0.15425346199886061186,0.01814777805355835278,-0.68708865666535017554,-0.04935891680290312286
1312,"1-STORY 1946 & NEWER ALL STYLES",68,8814,508,1274,1274,203000,-0.08441339598869622963,-0.17060243303109000048,0.16379359221074835842,-0.45951039514955835764,0.49365835304607286318,0.27792180896083377493
743,"1-STORY 1946 & NEWER ALL STYLES",65,8450,539,1349,1349,179000,-0.20794770376581747652,-0.20707075668205198209,0.30878563162983480075,-0.31678384937173463938,0.66461593167224415257,-0.02418347635953874611
10,"2 FAMILY CONVERSION - ALL STYLES AND AGES",50,7420,205,1077,991,118000,-0.82561924265142371100,-0.31026409008999385312,-1.2533866640467740,-0.83440545539264199091,-0.15142157697001346879,-0.79203440988215223709
35,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",60,7313,556,1561,1561,277500,-0.41383821672768622135,-0.32098417424013927079,0.38829739518223704332,0.08665652002691373754,1.1478560205888883,1.2157069654761568
963,"2-STORY PUD - 1946 & NEWER",24,2308,440,1548,804,155000,-1.8962499100531412,-0.82242362444086651790,-0.15425346199886061186,0.06191725209209095971,-0.57767580634460055033,-0.32628876167991126715
220,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",43,3010,438,1248,1248,167240,-1.1138659607980400,-0.75209185739972555337,-0.16360778712267264039,-0.50898893101920391330,0.43439305912233348286,-0.17221506616652128142
1278,"SPLIT OR MULTI-LEVEL",NULL,17871,480,1724,1680,197900,NULL,0.73679758704243381112,0.03283304047737995890,0.39684887951738395188,1.4191087120090801,0.21372443583025461421
823,"2-STORY 1946 & NEWER",NULL,12394,433,1733,847,225000,NULL,0.18806954133826135709,-0.18699359993220271174,0.41397606501072279807,-0.47966012793226234441,0.55485165383784191922
822,"1-STORY 1946 & NEWER ALL STYLES",60,6000,576,936,936,93000,-0.41383821672768622135,-0.45253062740968070445,0.48184064642035732870,-1.1027313614549506,-0.27679046796253908100,-1.1067274154242069
400,"2-STORY 1946 & NEWER",65,8125,438,1550,1092,241000,-0.20794770376581747652,-0.23963175994183946567,-0.16360778712267264039,0.06572329331283292553,0.07880129557989720093,0.75625517738475693324
1118,"1-STORY 1946 & NEWER ALL STYLES",57,9764,450,894,894,130000,-0.53737252450480746824,-0.07542411581017274079,-0.10748183637980046917,-1.1826582270905319,-0.37252671199319500306,-0.64098176722196597657
1025,"1-STORY 1946 & NEWER ALL STYLES",NULL,15498,665,2898,1565,287000,NULL,0.49905216939481627718,0.89810811442999259862,2.6309950760929179,1.1569737581156175,1.3352903075821376
241,"1-STORY 1946 & NEWER ALL STYLES",75,9000,750,1566,1566,262500,0.20383332215792001313,-0.15196752039625777911,1.2956669321920038,0.09617162307876865209,1.1592531924972997,1.0268911621509240
175,"1-STORY 1946 & NEWER ALL STYLES",47,12416,616,1651,1606,184000,-0.94915355042854495789,0.19027367078969312521,0.66892714889659789945,0.25792837496030219944,1.2504305677645911,0.03875512474887219577
1007,"1-STORY 1946 & NEWER ALL STYLES",NULL,12155,484,1657,1657,163500,NULL,0.16412468047952533071,0.05154169072500401597,0.26934649862252809691,1.3666817212303876,-0.21929313979561266595
596,"1-STORY 1946 & NEWER ALL STYLES",69,11302,758,1826,1814,319000,-0.04323529339632248066,0.07866457038537541227,1.3330842326872519,0.59095698177522420870,1.7245529191545061,1.7380973546759676
285,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",50,8012,529,1575,1575,179200,-0.82561924265142371100,-0.25095297030601172919,0.26201400601077465807,0.11329880857210749828,1.1797681019324403,-0.02166593231520230843
50,"1-STORY 1946 & NEWER ALL STYLES",66,7742,386,955,955,127000,-0.16676960117344372756,-0.27800364993721979247,-0.40682024034178538237,-1.0665739698579019,-0.23348121471057568769,-0.67874492788701254170
13,"1-STORY 1946 & NEWER ALL STYLES",NULL,12968,352,912,912,144000,NULL,0.24557728248016294347,-0.56584376744658986751,-1.1484038561038542,-0.33149689312291389361,-0.46475368411841533929
1319,"1-STORY 1946 & NEWER ALL STYLES",NULL,14781,748,1787,1753,275000,NULL,0.42721758681860819802,1.2863126070681918,0.51673917797075587521,1.5855074218718868,1.1842376649219513
1266,"2-STORY PUD - 1946 & NEWER",35,3735,506,1452,691,183900,-1.4432907815370299,-0.67945577320481501308,0.15443926708693632988,-0.12077272650352339965,-0.83525189147469862634,0.03749635272670397694
391,"1-1/2 STORY FINISHED ALL AGES",50,8405,384,1367,861,119000,-0.82561924265142371100,-0.21157920328725332597,-0.41617456546559741091,-0.28252947838505694700,-0.44774804658871037039,-0.77944668966047004871
1104,"1-STORY 1946 & NEWER ALL STYLES",79,8910,539,1194,655,159500,0.36854573252741500899,-0.16098441360666046687,0.30878563162983480075,-0.61175204397923699044,-0.91731152921526084525,-0.26964402068234141946
487,"1-STORY 1946 & NEWER ALL STYLES",79,10289,515,1073,1073,156000,0.36854573252741500899,-0.02282557208282372885,0.19653373014409045830,-0.84201753783412592255,0.03549204232793380761,-0.31370104145822907877
2,"1-STORY 1946 & NEWER ALL STYLES",80,9600,460,1262,1262,181500,0.40972383511978875795,-0.09185489899357319404,-0.06071021076074032648,-0.48234664247401015256,0.46630514046588545687,0.00728582419466672483
699,"1-STORY 1946 & NEWER ALL STYLES",65,8450,336,894,894,138500,-0.20794770376581747652,-0.20707075668205198209,-0.64067836843708609581,-1.1826582270905319,-0.37252671199319500306,-0.53398614533766737537
246,"1-STORY 1946 & NEWER ALL STYLES",80,10400,604,1872,1845,241500,0.40972383511978875795,-0.01170473712332708062,0.61280119815372572823,0.67849592985228942256,1.7952153849866569,0.76254903749559802743
75,"1-1/2 STORY FINISHED ALL AGES",60,5790,379,1605,840,107400,-0.41383821672768622135,-0.47357004490062030922,-0.43956037827512748225,0.17038942688323698558,-0.49561616860403833142,-0.92546424423198343388
1190,"2-STORY 1946 & NEWER",60,7500,442,1804,994,189000,-0.41383821672768622135,-0.30224907390296924178,-0.14489913687504858332,0.54909052834706258468,-0.14458327382496661721,0.10169372585728313766
128,"1-1/2 STORY - UNFINISHED ALL AGES",55,4388,0,840,672,87000,-0.61972872968955496617,-0.61403320357822662300,-2.2122049892375069,-1.2854213400505649,-0.87856114472666201966,-1.1822537367543001
714,"2 FAMILY CONVERSION - ALL STYLES AND AGES",60,9873,576,960,960,129000,-0.41383821672768622135,-0.06450365625535170783,0.48184064642035732870,-1.0570588668060470,-0.22208404280216426840,-0.65356948744364816494
344,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",63,8849,564,1684,1684,266000,-0.29030390895056497445,-0.16709586344926673302,0.42571469567748515747,0.32072805510254463548,1.4282264495358092,1.0709481829268116
906,"1-STORY 1946 & NEWER ALL STYLES",80,9920,280,1063,1056,128000,0.40972383511978875795,-0.05979483424547474867,-0.90259947190382289486,-0.86104774393783575165,-0.00325834216066501798,-0.66615720766533035332
909,"1-STORY 1946 & NEWER ALL STYLES",NULL,8885,484,902,864,131000,NULL,-0.16348910616510565791,0.05154169072500401597,-1.1674340622075640,-0.44090974344366351882,-0.62839404700028378819
1321,"1-STORY 1946 & NEWER ALL STYLES",70,8400,442,1478,1478,156500,-0.00205719080394873170,-0.21208014179894236418,-0.14489913687504858332,-0.07129419063387784399,0.95866296690925877032,-0.30740718134738798459
745,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",41,5395,462,1337,1337,180000,-1.1962221659827875,-0.51314418732405432772,-0.05135588563692829794,-0.33962009669618643430,0.63726271909205674626,-0.01159575613785655773
1078,"1-STORY 1946 & NEWER ALL STYLES",NULL,15870,299,1096,1096,138800,NULL,0.53632199466448071992,-0.81373338322760862376,-0.79824806379559331562,0.08791903310662633636,-0.53020982927116271885
534,"1-STORY 1946 & NEWER ALL STYLES",50,5000,0,334,0,39300,-0.82561924265142371100,-0.55271832974748834623,-2.2122049892375069,-2.2483497688982823,-2.4103410492171568,-1.7826879913285405
152,"1-STORY 1946 & NEWER ALL STYLES",107,13891,866,1710,1710,372402,1.5215326051138800,0.33805053173795939684,1.8382177893731015,0.37020659097219019114,1.4874917434595486,2.4103067899542399
1216,"1-STORY 1946 & NEWER ALL STYLES",99,7094,384,894,894,125000,1.1921077843748900,-0.34292528105211914434,-0.41617456546559741091,-1.1826582270905319,-0.37252671199319500306,-0.70392036833037691845
1049,"1-STORY 1946 & NEWER ALL STYLES",100,21750,336,1771,0,115000,1.2332858869672637,1.1254256844107897,-0.64067836843708609581,0.48629084820482014865,-2.4103410492171568,-0.82979757054719880222
428,"1-STORY 1946 & NEWER ALL STYLES",77,8593,352,907,907,109008,0.28618952734266751106,-0.19274391524774548931,-0.56584376744658986751,-1.1579189591557091,-0.34289406503132531290,-0.90522319011551847497
637,"1-STORY 1945 & OLDER",51,6120,0,800,264,60000,-0.78444114005904996203,-0.44050810312914378743,-2.2122049892375069,-1.3615421644654043,-1.8085703724530338,-1.5221221827397192
355,"1-1/2 STORY FINISHED ALL AGES",60,8400,240,1595,940,140000,-0.41383821672768622135,-0.21208014179894236418,-1.0896859743800635,0.15135922077952715648,-0.26767273043580994557,-0.51510456500514409280
